name,slug,sku,genericName,brand,description,form,strength,packSize,categoryIds,regulatoryClass,nafdacRegNo,manufacturer,status,price,cost,compareAt,isAvailable,openingQuantity,reorderLevel,batchNo,expiry,reason
Neostigmine 20mg,neostigmine-20mg-syrup,,Neostigmine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12586,2028-12-30,Bulk import: inventory_3000
Suxamethonium 20mg,suxamethonium-20mg-syrup,,Suxamethonium,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12587,2028-12-30,Bulk import: inventory_3000
Propofol 20mg,propofol-20mg-syrup,,Propofol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12588,2028-12-30,Bulk import: inventory_3000
Lidocaine 20mg,lidocaine-20mg-syrup,,Lidocaine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12589,2028-12-30,Bulk import: inventory_3000
Bupivacaine 20mg,bupivacaine-20mg-syrup,,Bupivacaine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12590,2028-12-30,Bulk import: inventory_3000
Pentazocine 20mg,pentazocine-20mg-syrup,,Pentazocine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12591,2028-12-30,Bulk import: inventory_3000
Pethidine 20mg,pethidine-20mg-syrup,,Pethidine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12592,2028-12-30,Bulk import: inventory_3000
Tramadol 20mg,tramadol-20mg-syrup,,Tramadol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12593,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 20mg,acetylsalicylic-acid-20mg-syrup,,Acetylsalicylic Acid,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12594,2028-12-30,Bulk import: inventory_3000
Paracetamol 20mg,paracetamol-20mg-syrup,,Paracetamol,,,syrup,20mg,,,POM,,,draft,0,,,true,300,20,B12595,2028-12-30,Bulk import: inventory_3000
Allopurinol 20mg,allopurinol-20mg-syrup,,Allopurinol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12598,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 20mg,diclofenac-sodium-20mg-syrup,,Diclofenac Sodium,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12599,2028-12-30,Bulk import: inventory_3000
Ibuprofen 20mg,ibuprofen-20mg-syrup,,Ibuprofen,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12601,2028-12-30,Bulk import: inventory_3000
Naproxen 20mg,naproxen-20mg-syrup,,Naproxen,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12603,2028-12-30,Bulk import: inventory_3000
Piroxicam 20mg,piroxicam-20mg-syrup,,Piroxicam,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12604,2028-12-30,Bulk import: inventory_3000
Meloxicam 20mg,meloxicam-20mg-syrup,,Meloxicam,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12605,2028-12-30,Bulk import: inventory_3000
Naloxone 20mg,naloxone-20mg-syrup,,Naloxone,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12606,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 20mg,chlorpheniramine-20mg-syrup,,Chlorpheniramine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12607,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 20mg,hydrocortisone-20mg-syrup,,Hydrocortisone,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12608,2028-12-30,Bulk import: inventory_3000
Prednisolone 20mg,prednisolone-20mg-syrup,,Prednisolone,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12609,2028-12-30,Bulk import: inventory_3000
Phenobarbital 20mg,phenobarbital-20mg-syrup,,Phenobarbital,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12610,2028-12-30,Bulk import: inventory_3000
Phenytoin 20mg,phenytoin-20mg-syrup,,Phenytoin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12611,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 20mg,sodium-valproate-20mg-syrup,,Sodium Valproate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12612,2028-12-30,Bulk import: inventory_3000
Carbamazepine 20mg,carbamazepine-20mg-syrup,,Carbamazepine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12613,2028-12-30,Bulk import: inventory_3000
Amoxicillin 20mg,amoxicillin-20mg-syrup,,Amoxicillin,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12614,2028-12-30,Bulk import: inventory_3000
Ampicillin 20mg,ampicillin-20mg-syrup,,Ampicillin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12616,2028-12-30,Bulk import: inventory_3000
Cloxacillin 20mg,cloxacillin-20mg-syrup,,Cloxacillin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12617,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 20mg,ceftriaxone-20mg-syrup,,Ceftriaxone,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12618,2028-12-30,Bulk import: inventory_3000
Cefuroxime 20mg,cefuroxime-20mg-syrup,,Cefuroxime,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12619,2028-12-30,Bulk import: inventory_3000
Azithromycin 20mg,azithromycin-20mg-syrup,,Azithromycin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12620,2028-12-30,Bulk import: inventory_3000
Erythromycin 20mg,erythromycin-20mg-syrup,,Erythromycin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12621,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 20mg,ciprofloxacin-20mg-syrup,,Ciprofloxacin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12622,2028-12-30,Bulk import: inventory_3000
Metronidazole 20mg,metronidazole-20mg-syrup,,Metronidazole,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12623,2028-12-30,Bulk import: inventory_3000
Gentamicin 20mg,gentamicin-20mg-syrup,,Gentamicin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12625,2028-12-30,Bulk import: inventory_3000
Doxycycline 20mg,doxycycline-20mg-syrup,,Doxycycline,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12626,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 20mg,cotrimoxazole-20mg-syrup,,Cotrimoxazole,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12627,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 20mg,artemether-lumefantrine-20mg-syrup,,Artemether + Lumefantrine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12628,2028-12-30,Bulk import: inventory_3000
Artesunate 20mg,artesunate-20mg-syrup,,Artesunate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12629,2028-12-30,Bulk import: inventory_3000
Amodiaquine 20mg,amodiaquine-20mg-syrup,,Amodiaquine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12630,2028-12-30,Bulk import: inventory_3000
Quinine 20mg,quinine-20mg-syrup,,Quinine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12631,2028-12-30,Bulk import: inventory_3000
Fluconazole 20mg,fluconazole-20mg-syrup,,Fluconazole,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12632,2028-12-30,Bulk import: inventory_3000
Nystatin 20mg,nystatin-20mg-syrup,,Nystatin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12633,2028-12-30,Bulk import: inventory_3000
Amlodipine 20mg,amlodipine-20mg-syrup,,Amlodipine,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12634,2028-12-30,Bulk import: inventory_3000
Lisinopril 20mg,lisinopril-20mg-syrup,,Lisinopril,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12636,2028-12-30,Bulk import: inventory_3000
Atenolol 20mg,atenolol-20mg-syrup,,Atenolol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12638,2028-12-30,Bulk import: inventory_3000
Propranolol 20mg,propranolol-20mg-syrup,,Propranolol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12639,2028-12-30,Bulk import: inventory_3000
Methyldopa 20mg,methyldopa-20mg-syrup,,Methyldopa,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12640,2028-12-30,Bulk import: inventory_3000
Hydralazine 20mg,hydralazine-20mg-syrup,,Hydralazine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12641,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 20mg,glyceryl-trinitrate-20mg-syrup,,Glyceryl Trinitrate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12642,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 20mg,isosorbide-dinitrate-20mg-syrup,,Isosorbide Dinitrate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12643,2028-12-30,Bulk import: inventory_3000
Digoxin 20mg,digoxin-20mg-syrup,,Digoxin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12644,2028-12-30,Bulk import: inventory_3000
Furosemide 20mg,furosemide-20mg-syrup,,Furosemide,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12645,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 20mg,hydrochlorothiazide-20mg-syrup,,Hydrochlorothiazide,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12647,2028-12-30,Bulk import: inventory_3000
Spironolactone 20mg,spironolactone-20mg-syrup,,Spironolactone,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12648,2028-12-30,Bulk import: inventory_3000
Atorvastatin 20mg,atorvastatin-20mg-syrup,,Atorvastatin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12649,2028-12-30,Bulk import: inventory_3000
Simvastatin 20mg,simvastatin-20mg-syrup,,Simvastatin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12650,2028-12-30,Bulk import: inventory_3000
Salbutamol 20mg,salbutamol-20mg-syrup,,Salbutamol,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12651,2028-12-30,Bulk import: inventory_3000
Aminophylline 20mg,aminophylline-20mg-syrup,,Aminophylline,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12653,2028-12-30,Bulk import: inventory_3000
Omeprazole 20mg,omeprazole-20mg-syrup,,Omeprazole,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12654,2028-12-30,Bulk import: inventory_3000
Cimetidine 20mg,cimetidine-20mg-syrup,,Cimetidine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12655,2028-12-30,Bulk import: inventory_3000
Metoclopramide 20mg,metoclopramide-20mg-syrup,,Metoclopramide,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12656,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 20mg,zinc-sulfate-20mg-syrup,,Zinc Sulfate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12657,2028-12-30,Bulk import: inventory_3000
Bisacodyl 20mg,bisacodyl-20mg-syrup,,Bisacodyl,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12658,2028-12-30,Bulk import: inventory_3000
Metformin 20mg,metformin-20mg-syrup,,Metformin,,,syrup,20mg,,,POM,,,draft,0,,,true,200,20,B12659,2028-12-30,Bulk import: inventory_3000
Glibenclamide 20mg,glibenclamide-20mg-syrup,,Glibenclamide,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12661,2028-12-30,Bulk import: inventory_3000
Glimepiride 20mg,glimepiride-20mg-syrup,,Glimepiride,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12662,2028-12-30,Bulk import: inventory_3000
Levothyroxine 20mg,levothyroxine-20mg-syrup,,Levothyroxine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12663,2028-12-30,Bulk import: inventory_3000
Carbimazole 20mg,carbimazole-20mg-syrup,,Carbimazole,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12664,2028-12-30,Bulk import: inventory_3000
Folic Acid 20mg,folic-acid-20mg-syrup,,Folic Acid,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12665,2028-12-30,Bulk import: inventory_3000
Oxytocin 20mg,oxytocin-20mg-syrup,,Oxytocin,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12666,2028-12-30,Bulk import: inventory_3000
Misoprostol 20mg,misoprostol-20mg-syrup,,Misoprostol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12667,2028-12-30,Bulk import: inventory_3000
Magnesium Sulfate 20mg,magnesium-sulfate-20mg-syrup,,Magnesium Sulfate,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12668,2028-12-30,Bulk import: inventory_3000
Amitriptyline 20mg,amitriptyline-20mg-syrup,,Amitriptyline,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12669,2028-12-30,Bulk import: inventory_3000
Fluoxetine 20mg,fluoxetine-20mg-syrup,,Fluoxetine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12670,2028-12-30,Bulk import: inventory_3000
Haloperidol 20mg,haloperidol-20mg-syrup,,Haloperidol,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12671,2028-12-30,Bulk import: inventory_3000
Chlorpromazine 20mg,chlorpromazine-20mg-syrup,,Chlorpromazine,,,syrup,20mg,,,POM,,,draft,0,,,true,100,20,B12672,2028-12-30,Bulk import: inventory_3000
Halothane 50mg,halothane-50mg-syrup,,Halothane,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12673,2028-12-30,Bulk import: inventory_3000
Ketamine 50mg,ketamine-50mg-syrup,,Ketamine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12674,2028-12-30,Bulk import: inventory_3000
Nitrous oxide 50mg,nitrous-oxide-50mg-syrup,,Nitrous oxide,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12675,2028-12-30,Bulk import: inventory_3000
Oxygen 50mg,oxygen-50mg-syrup,,Oxygen,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12676,2028-12-30,Bulk import: inventory_3000
Atropine 50mg,atropine-50mg-syrup,,Atropine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12677,2028-12-30,Bulk import: inventory_3000
Diazepam 50mg,diazepam-50mg-syrup,,Diazepam,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12678,2028-12-30,Bulk import: inventory_3000
Hyoscine N-Butylbromide 50mg,hyoscine-n-butylbromide-50mg-syrup,,Hyoscine N-Butylbromide,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12679,2028-12-30,Bulk import: inventory_3000
Midazolam 50mg,midazolam-50mg-syrup,,Midazolam,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12680,2028-12-30,Bulk import: inventory_3000
Morphine 50mg,morphine-50mg-syrup,,Morphine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12681,2028-12-30,Bulk import: inventory_3000
Promethazine 50mg,promethazine-50mg-syrup,,Promethazine,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12682,2028-12-30,Bulk import: inventory_3000
Atracurium 50mg,atracurium-50mg-syrup,,Atracurium,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12684,2028-12-30,Bulk import: inventory_3000
Neostigmine 50mg,neostigmine-50mg-syrup,,Neostigmine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12685,2028-12-30,Bulk import: inventory_3000
Suxamethonium 50mg,suxamethonium-50mg-syrup,,Suxamethonium,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12686,2028-12-30,Bulk import: inventory_3000
Propofol 50mg,propofol-50mg-syrup,,Propofol,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12687,2028-12-30,Bulk import: inventory_3000
Lidocaine 50mg,lidocaine-50mg-syrup,,Lidocaine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12688,2028-12-30,Bulk import: inventory_3000
Bupivacaine 50mg,bupivacaine-50mg-syrup,,Bupivacaine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12689,2028-12-30,Bulk import: inventory_3000
Pentazocine 50mg,pentazocine-50mg-syrup,,Pentazocine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12690,2028-12-30,Bulk import: inventory_3000
Pethidine 50mg,pethidine-50mg-syrup,,Pethidine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12691,2028-12-30,Bulk import: inventory_3000
Tramadol 50mg,tramadol-50mg-syrup,,Tramadol,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12692,2028-12-30,Bulk import: inventory_3000
Acetylsalicylic Acid 50mg,acetylsalicylic-acid-50mg-syrup,,Acetylsalicylic Acid,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12693,2028-12-30,Bulk import: inventory_3000
Paracetamol 50mg,paracetamol-50mg-syrup,,Paracetamol,,,syrup,50mg,,,POM,,,draft,0,,,true,300,20,B12694,2028-12-30,Bulk import: inventory_3000
Allopurinol 50mg,allopurinol-50mg-syrup,,Allopurinol,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12697,2028-12-30,Bulk import: inventory_3000
Diclofenac Sodium 50mg,diclofenac-sodium-50mg-syrup,,Diclofenac Sodium,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12698,2028-12-30,Bulk import: inventory_3000
Ibuprofen 50mg,ibuprofen-50mg-syrup,,Ibuprofen,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12700,2028-12-30,Bulk import: inventory_3000
Naproxen 50mg,naproxen-50mg-syrup,,Naproxen,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12702,2028-12-30,Bulk import: inventory_3000
Piroxicam 50mg,piroxicam-50mg-syrup,,Piroxicam,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12703,2028-12-30,Bulk import: inventory_3000
Meloxicam 50mg,meloxicam-50mg-syrup,,Meloxicam,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12704,2028-12-30,Bulk import: inventory_3000
Naloxone 50mg,naloxone-50mg-syrup,,Naloxone,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12705,2028-12-30,Bulk import: inventory_3000
Chlorpheniramine 50mg,chlorpheniramine-50mg-syrup,,Chlorpheniramine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12706,2028-12-30,Bulk import: inventory_3000
Hydrocortisone 50mg,hydrocortisone-50mg-syrup,,Hydrocortisone,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12707,2028-12-30,Bulk import: inventory_3000
Prednisolone 50mg,prednisolone-50mg-syrup,,Prednisolone,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12708,2028-12-30,Bulk import: inventory_3000
Phenobarbital 50mg,phenobarbital-50mg-syrup,,Phenobarbital,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12709,2028-12-30,Bulk import: inventory_3000
Phenytoin 50mg,phenytoin-50mg-syrup,,Phenytoin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12710,2028-12-30,Bulk import: inventory_3000
Sodium Valproate 50mg,sodium-valproate-50mg-syrup,,Sodium Valproate,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12711,2028-12-30,Bulk import: inventory_3000
Carbamazepine 50mg,carbamazepine-50mg-syrup,,Carbamazepine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12712,2028-12-30,Bulk import: inventory_3000
Amoxicillin 50mg,amoxicillin-50mg-syrup,,Amoxicillin,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12713,2028-12-30,Bulk import: inventory_3000
Ampicillin 50mg,ampicillin-50mg-syrup,,Ampicillin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12715,2028-12-30,Bulk import: inventory_3000
Cloxacillin 50mg,cloxacillin-50mg-syrup,,Cloxacillin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12716,2028-12-30,Bulk import: inventory_3000
Ceftriaxone 50mg,ceftriaxone-50mg-syrup,,Ceftriaxone,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12717,2028-12-30,Bulk import: inventory_3000
Cefuroxime 50mg,cefuroxime-50mg-syrup,,Cefuroxime,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12718,2028-12-30,Bulk import: inventory_3000
Azithromycin 50mg,azithromycin-50mg-syrup,,Azithromycin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12719,2028-12-30,Bulk import: inventory_3000
Erythromycin 50mg,erythromycin-50mg-syrup,,Erythromycin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12720,2028-12-30,Bulk import: inventory_3000
Ciprofloxacin 50mg,ciprofloxacin-50mg-syrup,,Ciprofloxacin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12721,2028-12-30,Bulk import: inventory_3000
Metronidazole 50mg,metronidazole-50mg-syrup,,Metronidazole,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12722,2028-12-30,Bulk import: inventory_3000
Gentamicin 50mg,gentamicin-50mg-syrup,,Gentamicin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12724,2028-12-30,Bulk import: inventory_3000
Doxycycline 50mg,doxycycline-50mg-syrup,,Doxycycline,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12725,2028-12-30,Bulk import: inventory_3000
Cotrimoxazole 50mg,cotrimoxazole-50mg-syrup,,Cotrimoxazole,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12726,2028-12-30,Bulk import: inventory_3000
Artemether + Lumefantrine 50mg,artemether-lumefantrine-50mg-syrup,,Artemether + Lumefantrine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12727,2028-12-30,Bulk import: inventory_3000
Artesunate 50mg,artesunate-50mg-syrup,,Artesunate,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12728,2028-12-30,Bulk import: inventory_3000
Amodiaquine 50mg,amodiaquine-50mg-syrup,,Amodiaquine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12729,2028-12-30,Bulk import: inventory_3000
Quinine 50mg,quinine-50mg-syrup,,Quinine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12730,2028-12-30,Bulk import: inventory_3000
Fluconazole 50mg,fluconazole-50mg-syrup,,Fluconazole,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12731,2028-12-30,Bulk import: inventory_3000
Nystatin 50mg,nystatin-50mg-syrup,,Nystatin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12732,2028-12-30,Bulk import: inventory_3000
Amlodipine 50mg,amlodipine-50mg-syrup,,Amlodipine,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12733,2028-12-30,Bulk import: inventory_3000
Lisinopril 50mg,lisinopril-50mg-syrup,,Lisinopril,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12735,2028-12-30,Bulk import: inventory_3000
Atenolol 50mg,atenolol-50mg-syrup,,Atenolol,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12737,2028-12-30,Bulk import: inventory_3000
Propranolol 50mg,propranolol-50mg-syrup,,Propranolol,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12738,2028-12-30,Bulk import: inventory_3000
Methyldopa 50mg,methyldopa-50mg-syrup,,Methyldopa,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12739,2028-12-30,Bulk import: inventory_3000
Hydralazine 50mg,hydralazine-50mg-syrup,,Hydralazine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12740,2028-12-30,Bulk import: inventory_3000
Glyceryl Trinitrate 50mg,glyceryl-trinitrate-50mg-syrup,,Glyceryl Trinitrate,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12741,2028-12-30,Bulk import: inventory_3000
Isosorbide Dinitrate 50mg,isosorbide-dinitrate-50mg-syrup,,Isosorbide Dinitrate,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12742,2028-12-30,Bulk import: inventory_3000
Digoxin 50mg,digoxin-50mg-syrup,,Digoxin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12743,2028-12-30,Bulk import: inventory_3000
Furosemide 50mg,furosemide-50mg-syrup,,Furosemide,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12744,2028-12-30,Bulk import: inventory_3000
Hydrochlorothiazide 50mg,hydrochlorothiazide-50mg-syrup,,Hydrochlorothiazide,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12746,2028-12-30,Bulk import: inventory_3000
Spironolactone 50mg,spironolactone-50mg-syrup,,Spironolactone,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12747,2028-12-30,Bulk import: inventory_3000
Atorvastatin 50mg,atorvastatin-50mg-syrup,,Atorvastatin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12748,2028-12-30,Bulk import: inventory_3000
Simvastatin 50mg,simvastatin-50mg-syrup,,Simvastatin,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12749,2028-12-30,Bulk import: inventory_3000
Salbutamol 50mg,salbutamol-50mg-syrup,,Salbutamol,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12750,2028-12-30,Bulk import: inventory_3000
Aminophylline 50mg,aminophylline-50mg-syrup,,Aminophylline,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12752,2028-12-30,Bulk import: inventory_3000
Omeprazole 50mg,omeprazole-50mg-syrup,,Omeprazole,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12753,2028-12-30,Bulk import: inventory_3000
Cimetidine 50mg,cimetidine-50mg-syrup,,Cimetidine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12754,2028-12-30,Bulk import: inventory_3000
Metoclopramide 50mg,metoclopramide-50mg-syrup,,Metoclopramide,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12755,2028-12-30,Bulk import: inventory_3000
Zinc Sulfate 50mg,zinc-sulfate-50mg-syrup,,Zinc Sulfate,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12756,2028-12-30,Bulk import: inventory_3000
Bisacodyl 50mg,bisacodyl-50mg-syrup,,Bisacodyl,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12757,2028-12-30,Bulk import: inventory_3000
Metformin 50mg,metformin-50mg-syrup,,Metformin,,,syrup,50mg,,,POM,,,draft,0,,,true,200,20,B12758,2028-12-30,Bulk import: inventory_3000
Glibenclamide 50mg,glibenclamide-50mg-syrup,,Glibenclamide,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12760,2028-12-30,Bulk import: inventory_3000
Glimepiride 50mg,glimepiride-50mg-syrup,,Glimepiride,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12761,2028-12-30,Bulk import: inventory_3000
Levothyroxine 50mg,levothyroxine-50mg-syrup,,Levothyroxine,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12762,2028-12-30,Bulk import: inventory_3000
Carbimazole 50mg,carbimazole-50mg-syrup,,Carbimazole,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12763,2028-12-30,Bulk import: inventory_3000
Folic Acid 50mg,folic-acid-50mg-syrup,,Folic Acid,,,syrup,50mg,,,POM,,,draft,0,,,true,100,20,B12764,2028-12-30,Bulk import: inventory_3000
