Product,Generic,Brand,Form,Strength,On hand,Reserved,Available,Reorder level,Batch no,Expiry,Batch qty
Hydrocortisone 1g,Hydrocortisone,,injection,1g,100,0,100,20,B12311,30/12/2028,100
Prednisolone 1g,Prednisolone,,injection,1g,100,0,100,20,B12312,30/12/2028,100
Phenobarbital 1g,Phenobarbital,,injection,1g,100,0,100,20,B12313,30/12/2028,100
Phenytoin 1g,Phenytoin,,injection,1g,100,0,100,20,B12314,30/12/2028,100
Sodium Valproate 1g,Sodium Valproate,,injection,1g,100,0,100,20,B12315,30/12/2028,100
Carbamazepine 1g,Carbamazepine,,injection,1g,100,0,100,20,B12316,30/12/2028,100
Amoxicillin 1g,Amoxicillin,,injection,1g,100,0,100,20,B12317,30/12/2028,100
Amoxicillin 1g,Amoxicillin,,injection,1g,100,0,100,20,B12318,30/12/2028,100
Ampicillin 1g,Ampicillin,,injection,1g,100,0,100,20,B12319,30/12/2028,100
Cloxacillin 1g,Cloxacillin,,injection,1g,100,0,100,20,B12320,30/12/2028,100
Ceftriaxone 1g,Ceftriaxone,,injection,1g,100,0,100,20,B12321,30/12/2028,100
Cefuroxime 1g,Cefuroxime,,injection,1g,100,0,100,20,B12322,30/12/2028,100
Azithromycin 1g,Azithromycin,,injection,1g,100,0,100,20,B12323,30/12/2028,100
Erythromycin 1g,Erythromycin,,injection,1g,100,0,100,20,B12324,30/12/2028,100
Ciprofloxacin 1g,Ciprofloxacin,,injection,1g,100,0,100,20,B12325,30/12/2028,100
Metronidazole 1g,Metronidazole,,injection,1g,100,0,100,20,B12326,30/12/2028,100
Metronidazole 1g,Metronidazole,,injection,1g,100,0,100,20,B12327,30/12/2028,100
Gentamicin 1g,Gentamicin,,injection,1g,100,0,100,20,B12328,30/12/2028,100
Doxycycline 1g,Doxycycline,,injection,1g,100,0,100,20,B12329,30/12/2028,100
Cotrimoxazole 1g,Cotrimoxazole,,injection,1g,100,0,100,20,B12330,30/12/2028,100
Artemether + Lumefantrine 1g,Artemether + Lumefantrine,,injection,1g,100,0,100,20,B12331,30/12/2028,100
Artesunate 1g,Artesunate,,injection,1g,100,0,100,20,B12332,30/12/2028,100
Amodiaquine 1g,Amodiaquine,,injection,1g,100,0,100,20,B12333,30/12/2028,100
Quinine 1g,Quinine,,injection,1g,100,0,100,20,B12334,30/12/2028,100
Fluconazole 1g,Fluconazole,,injection,1g,100,0,100,20,B12335,30/12/2028,100
Nystatin 1g,Nystatin,,injection,1g,100,0,100,20,B12336,30/12/2028,100
Amlodipine 1g,Amlodipine,,injection,1g,100,0,100,20,B12337,30/12/2028,100
Amlodipine 1g,Amlodipine,,injection,1g,100,0,100,20,B12338,30/12/2028,100
Lisinopril 1g,Lisinopril,,injection,1g,100,0,100,20,B12339,30/12/2028,100
Lisinopril 1g,Lisinopril,,injection,1g,100,0,100,20,B12340,30/12/2028,100
Atenolol 1g,Atenolol,,injection,1g,100,0,100,20,B12341,30/12/2028,100
Propranolol 1g,Propranolol,,injection,1g,100,0,100,20,B12342,30/12/2028,100
Methyldopa 1g,Methyldopa,,injection,1g,100,0,100,20,B12343,30/12/2028,100
Hydralazine 1g,Hydralazine,,injection,1g,100,0,100,20,B12344,30/12/2028,100
Glyceryl Trinitrate 1g,Glyceryl Trinitrate,,injection,1g,100,0,100,20,B12345,30/12/2028,100
Isosorbide Dinitrate 1g,Isosorbide Dinitrate,,injection,1g,100,0,100,20,B12346,30/12/2028,100
Digoxin 1g,Digoxin,,injection,1g,100,0,100,20,B12347,30/12/2028,100
Furosemide 1g,Furosemide,,injection,1g,100,0,100,20,B12348,30/12/2028,100
Furosemide 1g,Furosemide,,injection,1g,100,0,100,20,B12349,30/12/2028,100
Hydrochlorothiazide 1g,Hydrochlorothiazide,,injection,1g,100,0,100,20,B12350,30/12/2028,100
Spironolactone 1g,Spironolactone,,injection,1g,100,0,100,20,B12351,30/12/2028,100
Atorvastatin 1g,Atorvastatin,,injection,1g,100,0,100,20,B12352,30/12/2028,100
Simvastatin 1g,Simvastatin,,injection,1g,100,0,100,20,B12353,30/12/2028,100
Salbutamol 1g,Salbutamol,,injection,1g,100,0,100,20,B12354,30/12/2028,100
Salbutamol 1g,Salbutamol,,injection,1g,100,0,100,20,B12355,30/12/2028,100
Aminophylline 1g,Aminophylline,,injection,1g,100,0,100,20,B12356,30/12/2028,100
Omeprazole 1g,Omeprazole,,injection,1g,100,0,100,20,B12357,30/12/2028,100
Cimetidine 1g,Cimetidine,,injection,1g,100,0,100,20,B12358,30/12/2028,100
Metoclopramide 1g,Metoclopramide,,injection,1g,100,0,100,20,B12359,30/12/2028,100
Zinc Sulfate 1g,Zinc Sulfate,,injection,1g,100,0,100,20,B12360,30/12/2028,100
Bisacodyl 1g,Bisacodyl,,injection,1g,100,0,100,20,B12361,30/12/2028,100
Metformin 1g,Metformin,,injection,1g,100,0,100,20,B12362,30/12/2028,100
Metformin 1g,Metformin,,injection,1g,100,0,100,20,B12363,30/12/2028,100
Glibenclamide 1g,Glibenclamide,,injection,1g,100,0,100,20,B12364,30/12/2028,100
Glimepiride 1g,Glimepiride,,injection,1g,100,0,100,20,B12365,30/12/2028,100
Levothyroxine 1g,Levothyroxine,,injection,1g,100,0,100,20,B12366,30/12/2028,100
Carbimazole 1g,Carbimazole,,injection,1g,100,0,100,20,B12367,30/12/2028,100
Folic Acid 1g,Folic Acid,,injection,1g,100,0,100,20,B12368,30/12/2028,100
Oxytocin 1g,Oxytocin,,injection,1g,100,0,100,20,B12369,30/12/2028,100
Misoprostol 1g,Misoprostol,,injection,1g,100,0,100,20,B12370,30/12/2028,100
Magnesium Sulfate 1g,Magnesium Sulfate,,injection,1g,100,0,100,20,B12371,30/12/2028,100
Amitriptyline 1g,Amitriptyline,,injection,1g,100,0,100,20,B12372,30/12/2028,100
Fluoxetine 1g,Fluoxetine,,injection,1g,100,0,100,20,B12373,30/12/2028,100
Haloperidol 1g,Haloperidol,,injection,1g,100,0,100,20,B12374,30/12/2028,100
Chlorpromazine 1g,Chlorpromazine,,injection,1g,100,0,100,20,B12375,30/12/2028,100
Halothane 5mg,Halothane,,syrup,5mg,100,0,100,20,B12376,30/12/2028,100
Ketamine 5mg,Ketamine,,syrup,5mg,100,0,100,20,B12377,30/12/2028,100
Nitrous oxide 5mg,Nitrous oxide,,syrup,5mg,100,0,100,20,B12378,30/12/2028,100
Oxygen 5mg,Oxygen,,syrup,5mg,100,0,100,20,B12379,30/12/2028,100
Atropine 5mg,Atropine,,syrup,5mg,100,0,100,20,B12380,30/12/2028,100
Diazepam 5mg,Diazepam,,syrup,5mg,100,0,100,20,B12381,30/12/2028,100
Hyoscine N-Butylbromide 5mg,Hyoscine N-Butylbromide,,syrup,5mg,100,0,100,20,B12382,30/12/2028,100
Midazolam 5mg,Midazolam,,syrup,5mg,100,0,100,20,B12383,30/12/2028,100
Morphine 5mg,Morphine,,syrup,5mg,100,0,100,20,B12384,30/12/2028,100
Promethazine 5mg,Promethazine,,syrup,5mg,100,0,100,20,B12385,30/12/2028,100
Promethazine 5mg,Promethazine,,syrup,5mg,100,0,100,20,B12386,30/12/2028,100
Atracurium 5mg,Atracurium,,syrup,5mg,100,0,100,20,B12387,30/12/2028,100
Neostigmine 5mg,Neostigmine,,syrup,5mg,100,0,100,20,B12388,30/12/2028,100
Suxamethonium 5mg,Suxamethonium,,syrup,5mg,100,0,100,20,B12389,30/12/2028,100
Propofol 5mg,Propofol,,syrup,5mg,100,0,100,20,B12390,30/12/2028,100
Lidocaine 5mg,Lidocaine,,syrup,5mg,100,0,100,20,B12391,30/12/2028,100
Bupivacaine 5mg,Bupivacaine,,syrup,5mg,100,0,100,20,B12392,30/12/2028,100
Pentazocine 5mg,Pentazocine,,syrup,5mg,100,0,100,20,B12393,30/12/2028,100
Pethidine 5mg,Pethidine,,syrup,5mg,100,0,100,20,B12394,30/12/2028,100
Tramadol 5mg,Tramadol,,syrup,5mg,100,0,100,20,B12395,30/12/2028,100
Acetylsalicylic Acid 5mg,Acetylsalicylic Acid,,syrup,5mg,100,0,100,20,B12396,30/12/2028,100
Paracetamol 5mg,Paracetamol,,syrup,5mg,100,0,100,20,B12397,30/12/2028,100
Paracetamol 5mg,Paracetamol,,syrup,5mg,100,0,100,20,B12398,30/12/2028,100
Paracetamol 5mg,Paracetamol,,syrup,5mg,100,0,100,20,B12399,30/12/2028,100
Allopurinol 5mg,Allopurinol,,syrup,5mg,100,0,100,20,B12400,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,syrup,5mg,100,0,100,20,B12401,30/12/2028,100
Diclofenac Sodium 5mg,Diclofenac Sodium,,syrup,5mg,100,0,100,20,B12402,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,syrup,5mg,100,0,100,20,B12403,30/12/2028,100
Ibuprofen 5mg,Ibuprofen,,syrup,5mg,100,0,100,20,B12404,30/12/2028,100
Naproxen 5mg,Naproxen,,syrup,5mg,100,0,100,20,B12405,30/12/2028,100
Piroxicam 5mg,Piroxicam,,syrup,5mg,100,0,100,20,B12406,30/12/2028,100
Meloxicam 5mg,Meloxicam,,syrup,5mg,100,0,100,20,B12407,30/12/2028,100
Naloxone 5mg,Naloxone,,syrup,5mg,100,0,100,20,B12408,30/12/2028,100
Chlorpheniramine 5mg,Chlorpheniramine,,syrup,5mg,100,0,100,20,B12409,30/12/2028,100
Hydrocortisone 5mg,Hydrocortisone,,syrup,5mg,100,0,100,20,B12410,30/12/2028,100
Prednisolone 5mg,Prednisolone,,syrup,5mg,100,0,100,20,B12411,30/12/2028,100
Phenobarbital 5mg,Phenobarbital,,syrup,5mg,100,0,100,20,B12412,30/12/2028,100
Phenytoin 5mg,Phenytoin,,syrup,5mg,100,0,100,20,B12413,30/12/2028,100
Sodium Valproate 5mg,Sodium Valproate,,syrup,5mg,100,0,100,20,B12414,30/12/2028,100
Carbamazepine 5mg,Carbamazepine,,syrup,5mg,100,0,100,20,B12415,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,syrup,5mg,100,0,100,20,B12416,30/12/2028,100
Amoxicillin 5mg,Amoxicillin,,syrup,5mg,100,0,100,20,B12417,30/12/2028,100
Ampicillin 5mg,Ampicillin,,syrup,5mg,100,0,100,20,B12418,30/12/2028,100
Cloxacillin 5mg,Cloxacillin,,syrup,5mg,100,0,100,20,B12419,30/12/2028,100
Ceftriaxone 5mg,Ceftriaxone,,syrup,5mg,100,0,100,20,B12420,30/12/2028,100
Cefuroxime 5mg,Cefuroxime,,syrup,5mg,100,0,100,20,B12421,30/12/2028,100
Azithromycin 5mg,Azithromycin,,syrup,5mg,100,0,100,20,B12422,30/12/2028,100
Erythromycin 5mg,Erythromycin,,syrup,5mg,100,0,100,20,B12423,30/12/2028,100
Ciprofloxacin 5mg,Ciprofloxacin,,syrup,5mg,100,0,100,20,B12424,30/12/2028,100
Metronidazole 5mg,Metronidazole,,syrup,5mg,100,0,100,20,B12425,30/12/2028,100
Metronidazole 5mg,Metronidazole,,syrup,5mg,100,0,100,20,B12426,30/12/2028,100
Gentamicin 5mg,Gentamicin,,syrup,5mg,100,0,100,20,B12427,30/12/2028,100
Doxycycline 5mg,Doxycycline,,syrup,5mg,100,0,100,20,B12428,30/12/2028,100
Cotrimoxazole 5mg,Cotrimoxazole,,syrup,5mg,100,0,100,20,B12429,30/12/2028,100
Artemether + Lumefantrine 5mg,Artemether + Lumefantrine,,syrup,5mg,100,0,100,20,B12430,30/12/2028,100
Artesunate 5mg,Artesunate,,syrup,5mg,100,0,100,20,B12431,30/12/2028,100
Amodiaquine 5mg,Amodiaquine,,syrup,5mg,100,0,100,20,B12432,30/12/2028,100
Quinine 5mg,Quinine,,syrup,5mg,100,0,100,20,B12433,30/12/2028,100
Fluconazole 5mg,Fluconazole,,syrup,5mg,100,0,100,20,B12434,30/12/2028,100
Nystatin 5mg,Nystatin,,syrup,5mg,100,0,100,20,B12435,30/12/2028,100
Amlodipine 5mg,Amlodipine,,syrup,5mg,100,0,100,20,B12436,30/12/2028,100
Amlodipine 5mg,Amlodipine,,syrup,5mg,100,0,100,20,B12437,30/12/2028,100
Lisinopril 5mg,Lisinopril,,syrup,5mg,100,0,100,20,B12438,30/12/2028,100
Lisinopril 5mg,Lisinopril,,syrup,5mg,100,0,100,20,B12439,30/12/2028,100
Atenolol 5mg,Atenolol,,syrup,5mg,100,0,100,20,B12440,30/12/2028,100
Propranolol 5mg,Propranolol,,syrup,5mg,100,0,100,20,B12441,30/12/2028,100
Methyldopa 5mg,Methyldopa,,syrup,5mg,100,0,100,20,B12442,30/12/2028,100
Hydralazine 5mg,Hydralazine,,syrup,5mg,100,0,100,20,B12443,30/12/2028,100
Glyceryl Trinitrate 5mg,Glyceryl Trinitrate,,syrup,5mg,100,0,100,20,B12444,30/12/2028,100
Isosorbide Dinitrate 5mg,Isosorbide Dinitrate,,syrup,5mg,100,0,100,20,B12445,30/12/2028,100
Digoxin 5mg,Digoxin,,syrup,5mg,100,0,100,20,B12446,30/12/2028,100
Furosemide 5mg,Furosemide,,syrup,5mg,100,0,100,20,B12447,30/12/2028,100
Furosemide 5mg,Furosemide,,syrup,5mg,100,0,100,20,B12448,30/12/2028,100
Hydrochlorothiazide 5mg,Hydrochlorothiazide,,syrup,5mg,100,0,100,20,B12449,30/12/2028,100
Spironolactone 5mg,Spironolactone,,syrup,5mg,100,0,100,20,B12450,30/12/2028,100
Atorvastatin 5mg,Atorvastatin,,syrup,5mg,100,0,100,20,B12451,30/12/2028,100
Simvastatin 5mg,Simvastatin,,syrup,5mg,100,0,100,20,B12452,30/12/2028,100
Salbutamol 5mg,Salbutamol,,syrup,5mg,100,0,100,20,B12453,30/12/2028,100
Salbutamol 5mg,Salbutamol,,syrup,5mg,100,0,100,20,B12454,30/12/2028,100
Aminophylline 5mg,Aminophylline,,syrup,5mg,100,0,100,20,B12455,30/12/2028,100
Omeprazole 5mg,Omeprazole,,syrup,5mg,100,0,100,20,B12456,30/12/2028,100
Cimetidine 5mg,Cimetidine,,syrup,5mg,100,0,100,20,B12457,30/12/2028,100
Metoclopramide 5mg,Metoclopramide,,syrup,5mg,100,0,100,20,B12458,30/12/2028,100
Zinc Sulfate 5mg,Zinc Sulfate,,syrup,5mg,100,0,100,20,B12459,30/12/2028,100
Bisacodyl 5mg,Bisacodyl,,syrup,5mg,100,0,100,20,B12460,30/12/2028,100
Metformin 5mg,Metformin,,syrup,5mg,100,0,100,20,B12461,30/12/2028,100
Metformin 5mg,Metformin,,syrup,5mg,100,0,100,20,B12462,30/12/2028,100
Glibenclamide 5mg,Glibenclamide,,syrup,5mg,100,0,100,20,B12463,30/12/2028,100
Glimepiride 5mg,Glimepiride,,syrup,5mg,100,0,100,20,B12464,30/12/2028,100
Levothyroxine 5mg,Levothyroxine,,syrup,5mg,100,0,100,20,B12465,30/12/2028,100
Carbimazole 5mg,Carbimazole,,syrup,5mg,100,0,100,20,B12466,30/12/2028,100
Folic Acid 5mg,Folic Acid,,syrup,5mg,100,0,100,20,B12467,30/12/2028,100
Oxytocin 5mg,Oxytocin,,syrup,5mg,100,0,100,20,B12468,30/12/2028,100
Misoprostol 5mg,Misoprostol,,syrup,5mg,100,0,100,20,B12469,30/12/2028,100
Magnesium Sulfate 5mg,Magnesium Sulfate,,syrup,5mg,100,0,100,20,B12470,30/12/2028,100
Amitriptyline 5mg,Amitriptyline,,syrup,5mg,100,0,100,20,B12471,30/12/2028,100
Fluoxetine 5mg,Fluoxetine,,syrup,5mg,100,0,100,20,B12472,30/12/2028,100
Haloperidol 5mg,Haloperidol,,syrup,5mg,100,0,100,20,B12473,30/12/2028,100
Chlorpromazine 5mg,Chlorpromazine,,syrup,5mg,100,0,100,20,B12474,30/12/2028,100
Halothane 10mg,Halothane,,syrup,10mg,100,0,100,20,B12475,30/12/2028,100
Ketamine 10mg,Ketamine,,syrup,10mg,100,0,100,20,B12476,30/12/2028,100
Nitrous oxide 10mg,Nitrous oxide,,syrup,10mg,100,0,100,20,B12477,30/12/2028,100
Oxygen 10mg,Oxygen,,syrup,10mg,100,0,100,20,B12478,30/12/2028,100
Atropine 10mg,Atropine,,syrup,10mg,100,0,100,20,B12479,30/12/2028,100
Diazepam 10mg,Diazepam,,syrup,10mg,100,0,100,20,B12480,30/12/2028,100
Hyoscine N-Butylbromide 10mg,Hyoscine N-Butylbromide,,syrup,10mg,100,0,100,20,B12481,30/12/2028,100
Midazolam 10mg,Midazolam,,syrup,10mg,100,0,100,20,B12482,30/12/2028,100
Morphine 10mg,Morphine,,syrup,10mg,100,0,100,20,B12483,30/12/2028,100
Promethazine 10mg,Promethazine,,syrup,10mg,100,0,100,20,B12484,30/12/2028,100
Promethazine 10mg,Promethazine,,syrup,10mg,100,0,100,20,B12485,30/12/2028,100
Atracurium 10mg,Atracurium,,syrup,10mg,100,0,100,20,B12486,30/12/2028,100
Neostigmine 10mg,Neostigmine,,syrup,10mg,100,0,100,20,B12487,30/12/2028,100
Suxamethonium 10mg,Suxamethonium,,syrup,10mg,100,0,100,20,B12488,30/12/2028,100
Propofol 10mg,Propofol,,syrup,10mg,100,0,100,20,B12489,30/12/2028,100
Lidocaine 10mg,Lidocaine,,syrup,10mg,100,0,100,20,B12490,30/12/2028,100
Bupivacaine 10mg,Bupivacaine,,syrup,10mg,100,0,100,20,B12491,30/12/2028,100
Pentazocine 10mg,Pentazocine,,syrup,10mg,100,0,100,20,B12492,30/12/2028,100
Pethidine 10mg,Pethidine,,syrup,10mg,100,0,100,20,B12493,30/12/2028,100
Tramadol 10mg,Tramadol,,syrup,10mg,100,0,100,20,B12494,30/12/2028,100
Acetylsalicylic Acid 10mg,Acetylsalicylic Acid,,syrup,10mg,100,0,100,20,B12495,30/12/2028,100
Paracetamol 10mg,Paracetamol,,syrup,10mg,100,0,100,20,B12496,30/12/2028,100
Paracetamol 10mg,Paracetamol,,syrup,10mg,100,0,100,20,B12497,30/12/2028,100
Paracetamol 10mg,Paracetamol,,syrup,10mg,100,0,100,20,B12498,30/12/2028,100
Allopurinol 10mg,Allopurinol,,syrup,10mg,100,0,100,20,B12499,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,syrup,10mg,100,0,100,20,B12500,30/12/2028,100
Diclofenac Sodium 10mg,Diclofenac Sodium,,syrup,10mg,100,0,100,20,B12501,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,syrup,10mg,100,0,100,20,B12502,30/12/2028,100
Ibuprofen 10mg,Ibuprofen,,syrup,10mg,100,0,100,20,B12503,30/12/2028,100
Naproxen 10mg,Naproxen,,syrup,10mg,100,0,100,20,B12504,30/12/2028,100
Piroxicam 10mg,Piroxicam,,syrup,10mg,100,0,100,20,B12505,30/12/2028,100
Meloxicam 10mg,Meloxicam,,syrup,10mg,100,0,100,20,B12506,30/12/2028,100
Naloxone 10mg,Naloxone,,syrup,10mg,100,0,100,20,B12507,30/12/2028,100
Chlorpheniramine 10mg,Chlorpheniramine,,syrup,10mg,100,0,100,20,B12508,30/12/2028,100
Hydrocortisone 10mg,Hydrocortisone,,syrup,10mg,100,0,100,20,B12509,30/12/2028,100
Prednisolone 10mg,Prednisolone,,syrup,10mg,100,0,100,20,B12510,30/12/2028,100
Phenobarbital 10mg,Phenobarbital,,syrup,10mg,100,0,100,20,B12511,30/12/2028,100
Phenytoin 10mg,Phenytoin,,syrup,10mg,100,0,100,20,B12512,30/12/2028,100
Sodium Valproate 10mg,Sodium Valproate,,syrup,10mg,100,0,100,20,B12513,30/12/2028,100
Carbamazepine 10mg,Carbamazepine,,syrup,10mg,100,0,100,20,B12514,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,syrup,10mg,100,0,100,20,B12515,30/12/2028,100
Amoxicillin 10mg,Amoxicillin,,syrup,10mg,100,0,100,20,B12516,30/12/2028,100
Ampicillin 10mg,Ampicillin,,syrup,10mg,100,0,100,20,B12517,30/12/2028,100
Cloxacillin 10mg,Cloxacillin,,syrup,10mg,100,0,100,20,B12518,30/12/2028,100
Ceftriaxone 10mg,Ceftriaxone,,syrup,10mg,100,0,100,20,B12519,30/12/2028,100
Cefuroxime 10mg,Cefuroxime,,syrup,10mg,100,0,100,20,B12520,30/12/2028,100
Azithromycin 10mg,Azithromycin,,syrup,10mg,100,0,100,20,B12521,30/12/2028,100
Erythromycin 10mg,Erythromycin,,syrup,10mg,100,0,100,20,B12522,30/12/2028,100
Ciprofloxacin 10mg,Ciprofloxacin,,syrup,10mg,100,0,100,20,B12523,30/12/2028,100
Metronidazole 10mg,Metronidazole,,syrup,10mg,100,0,100,20,B12524,30/12/2028,100
Metronidazole 10mg,Metronidazole,,syrup,10mg,100,0,100,20,B12525,30/12/2028,100
Gentamicin 10mg,Gentamicin,,syrup,10mg,100,0,100,20,B12526,30/12/2028,100
Doxycycline 10mg,Doxycycline,,syrup,10mg,100,0,100,20,B12527,30/12/2028,100
Cotrimoxazole 10mg,Cotrimoxazole,,syrup,10mg,100,0,100,20,B12528,30/12/2028,100
Artemether + Lumefantrine 10mg,Artemether + Lumefantrine,,syrup,10mg,100,0,100,20,B12529,30/12/2028,100
Artesunate 10mg,Artesunate,,syrup,10mg,100,0,100,20,B12530,30/12/2028,100
Amodiaquine 10mg,Amodiaquine,,syrup,10mg,100,0,100,20,B12531,30/12/2028,100
Quinine 10mg,Quinine,,syrup,10mg,100,0,100,20,B12532,30/12/2028,100
Fluconazole 10mg,Fluconazole,,syrup,10mg,100,0,100,20,B12533,30/12/2028,100
Nystatin 10mg,Nystatin,,syrup,10mg,100,0,100,20,B12534,30/12/2028,100
Amlodipine 10mg,Amlodipine,,syrup,10mg,100,0,100,20,B12535,30/12/2028,100
Amlodipine 10mg,Amlodipine,,syrup,10mg,100,0,100,20,B12536,30/12/2028,100
Lisinopril 10mg,Lisinopril,,syrup,10mg,100,0,100,20,B12537,30/12/2028,100
Lisinopril 10mg,Lisinopril,,syrup,10mg,100,0,100,20,B12538,30/12/2028,100
Atenolol 10mg,Atenolol,,syrup,10mg,100,0,100,20,B12539,30/12/2028,100
Propranolol 10mg,Propranolol,,syrup,10mg,100,0,100,20,B12540,30/12/2028,100
Methyldopa 10mg,Methyldopa,,syrup,10mg,100,0,100,20,B12541,30/12/2028,100
Hydralazine 10mg,Hydralazine,,syrup,10mg,100,0,100,20,B12542,30/12/2028,100
Glyceryl Trinitrate 10mg,Glyceryl Trinitrate,,syrup,10mg,100,0,100,20,B12543,30/12/2028,100
Isosorbide Dinitrate 10mg,Isosorbide Dinitrate,,syrup,10mg,100,0,100,20,B12544,30/12/2028,100
Digoxin 10mg,Digoxin,,syrup,10mg,100,0,100,20,B12545,30/12/2028,100
Furosemide 10mg,Furosemide,,syrup,10mg,100,0,100,20,B12546,30/12/2028,100
Furosemide 10mg,Furosemide,,syrup,10mg,100,0,100,20,B12547,30/12/2028,100
Hydrochlorothiazide 10mg,Hydrochlorothiazide,,syrup,10mg,100,0,100,20,B12548,30/12/2028,100
Spironolactone 10mg,Spironolactone,,syrup,10mg,100,0,100,20,B12549,30/12/2028,100
Atorvastatin 10mg,Atorvastatin,,syrup,10mg,100,0,100,20,B12550,30/12/2028,100
Simvastatin 10mg,Simvastatin,,syrup,10mg,100,0,100,20,B12551,30/12/2028,100
Salbutamol 10mg,Salbutamol,,syrup,10mg,100,0,100,20,B12552,30/12/2028,100
Salbutamol 10mg,Salbutamol,,syrup,10mg,100,0,100,20,B12553,30/12/2028,100
Aminophylline 10mg,Aminophylline,,syrup,10mg,100,0,100,20,B12554,30/12/2028,100
Omeprazole 10mg,Omeprazole,,syrup,10mg,100,0,100,20,B12555,30/12/2028,100
Cimetidine 10mg,Cimetidine,,syrup,10mg,100,0,100,20,B12556,30/12/2028,100
Metoclopramide 10mg,Metoclopramide,,syrup,10mg,100,0,100,20,B12557,30/12/2028,100
Zinc Sulfate 10mg,Zinc Sulfate,,syrup,10mg,100,0,100,20,B12558,30/12/2028,100
Bisacodyl 10mg,Bisacodyl,,syrup,10mg,100,0,100,20,B12559,30/12/2028,100
Metformin 10mg,Metformin,,syrup,10mg,100,0,100,20,B12560,30/12/2028,100
Metformin 10mg,Metformin,,syrup,10mg,100,0,100,20,B12561,30/12/2028,100
Glibenclamide 10mg,Glibenclamide,,syrup,10mg,100,0,100,20,B12562,30/12/2028,100
Glimepiride 10mg,Glimepiride,,syrup,10mg,100,0,100,20,B12563,30/12/2028,100
Levothyroxine 10mg,Levothyroxine,,syrup,10mg,100,0,100,20,B12564,30/12/2028,100
Carbimazole 10mg,Carbimazole,,syrup,10mg,100,0,100,20,B12565,30/12/2028,100
Folic Acid 10mg,Folic Acid,,syrup,10mg,100,0,100,20,B12566,30/12/2028,100
Oxytocin 10mg,Oxytocin,,syrup,10mg,100,0,100,20,B12567,30/12/2028,100
Misoprostol 10mg,Misoprostol,,syrup,10mg,100,0,100,20,B12568,30/12/2028,100
Magnesium Sulfate 10mg,Magnesium Sulfate,,syrup,10mg,100,0,100,20,B12569,30/12/2028,100
Amitriptyline 10mg,Amitriptyline,,syrup,10mg,100,0,100,20,B12570,30/12/2028,100
Fluoxetine 10mg,Fluoxetine,,syrup,10mg,100,0,100,20,B12571,30/12/2028,100
Haloperidol 10mg,Haloperidol,,syrup,10mg,100,0,100,20,B12572,30/12/2028,100
Chlorpromazine 10mg,Chlorpromazine,,syrup,10mg,100,0,100,20,B12573,30/12/2028,100
Halothane 20mg,Halothane,,syrup,20mg,100,0,100,20,B12574,30/12/2028,100
Ketamine 20mg,Ketamine,,syrup,20mg,100,0,100,20,B12575,30/12/2028,100
Nitrous oxide 20mg,Nitrous oxide,,syrup,20mg,100,0,100,20,B12576,30/12/2028,100
Oxygen 20mg,Oxygen,,syrup,20mg,100,0,100,20,B12577,30/12/2028,100
Atropine 20mg,Atropine,,syrup,20mg,100,0,100,20,B12578,30/12/2028,100
Diazepam 20mg,Diazepam,,syrup,20mg,100,0,100,20,B12579,30/12/2028,100
Hyoscine N-Butylbromide 20mg,Hyoscine N-Butylbromide,,syrup,20mg,100,0,100,20,B12580,30/12/2028,100
Midazolam 20mg,Midazolam,,syrup,20mg,100,0,100,20,B12581,30/12/2028,100
Morphine 20mg,Morphine,,syrup,20mg,100,0,100,20,B12582,30/12/2028,100
Promethazine 20mg,Promethazine,,syrup,20mg,100,0,100,20,B12583,30/12/2028,100
Promethazine 20mg,Promethazine,,syrup,20mg,100,0,100,20,B12584,30/12/2028,100
Atracurium 20mg,Atracurium,,syrup,20mg,100,0,100,20,B12585,30/12/2028,100
Neostigmine 20mg,Neostigmine,,syrup,20mg,100,0,100,20,B12586,30/12/2028,100
Suxamethonium 20mg,Suxamethonium,,syrup,20mg,100,0,100,20,B12587,30/12/2028,100
Propofol 20mg,Propofol,,syrup,20mg,100,0,100,20,B12588,30/12/2028,100
Lidocaine 20mg,Lidocaine,,syrup,20mg,100,0,100,20,B12589,30/12/2028,100
Bupivacaine 20mg,Bupivacaine,,syrup,20mg,100,0,100,20,B12590,30/12/2028,100
Pentazocine 20mg,Pentazocine,,syrup,20mg,100,0,100,20,B12591,30/12/2028,100
Pethidine 20mg,Pethidine,,syrup,20mg,100,0,100,20,B12592,30/12/2028,100
Tramadol 20mg,Tramadol,,syrup,20mg,100,0,100,20,B12593,30/12/2028,100
Acetylsalicylic Acid 20mg,Acetylsalicylic Acid,,syrup,20mg,100,0,100,20,B12594,30/12/2028,100
Paracetamol 20mg,Paracetamol,,syrup,20mg,100,0,100,20,B12595,30/12/2028,100
Paracetamol 20mg,Paracetamol,,syrup,20mg,100,0,100,20,B12596,30/12/2028,100
Paracetamol 20mg,Paracetamol,,syrup,20mg,100,0,100,20,B12597,30/12/2028,100
